k,head,program,strategy,increase,kl_div
1,"(9, 11)",initial_token_attention,smart,0.27100471807857546,0.0012591883467575826
2,"(10, 8)",initial_token_attention,smart,-0.13358701809881127,0.0024875440260620964
3,"(7, 2)",cls_attention,smart,0.02139301205433175,0.004378528532506607
4,"(10, 6)",initial_token_attention,smart,-0.09488626135728115,0.0055885618033426
5,"(9, 6)",initial_token_attention,smart,0.02029766061301064,0.007400203874858562
6,"(5, 1)",cls_attention,smart,0.06700953243324767,0.008379850107885431
7,"(6, 9)",cls_attention,smart,-0.5373825693907694,0.010138164356903871
8,"(7, 10)",initial_token_attention,smart,-0.41143285858541473,0.011272067073441576
9,"(10, 10)",initial_token_attention,smart,-0.23891773240019162,0.013082481269957497
10,"(9, 9)",sentence_start_dominance,smart,-0.11136210741772469,0.015501821428915718
11,"(4, 11)",previous_attention,smart,0.1293228492437219,0.016989925644447793
12,"(9, 1)",initial_token_attention,smart,0.14891458276318362,0.01847692741517676
13,"(10, 1)",initial_token_attention,smart,0.2787071158524694,0.020506049672840164
14,"(11, 2)",initial_token_attention,smart,1.6377531707983715,0.022867411782353884
15,"(11, 6)",initial_token_attention,smart,15.675577266100813,0.025630393688916227
16,"(3, 0)",initial_token_attention,smart,15.443912221957218,0.02567743992549367
17,"(11, 9)",initial_token_attention,smart,15.386271941735039,0.028418898389209062
18,"(5, 5)",initial_token_attention,smart,15.048930473022278,0.03039437037659809
19,"(10, 2)",initial_token_attention,smart,15.497596361787059,0.033556234542047605
20,"(8, 1)",initial_token_attention,smart,15.540162568079433,0.037803996625589205
21,"(7, 11)",initial_token_attention,smart,15.809532245722448,0.041170083560282365
22,"(6, 10)",initial_token_attention,smart,15.917196635220444,0.046161817689426246
23,"(3, 4)",initial_token_attention,smart,15.829311690547385,0.04802854088949971
24,"(9, 4)",initial_token_attention,smart,16.128778683244494,0.04947771465056576
25,"(11, 5)",initial_token_attention,smart,16.578307613500854,0.051964621194638315
26,"(8, 3)",initial_token_attention,smart,17.094542495317327,0.056043308962835
27,"(9, 8)",sentence_initial_dominance,smart,15.432494134883452,0.05562559988349676
28,"(8, 11)",sentence_initial_dominance,smart,13.62996154723198,0.05514877106877975
29,"(5, 9)",sentence_initial_dominance,smart,12.572974422984162,0.05355609172722325
30,"(5, 0)",initial_token_attention,smart,13.104728026527635,0.05680713799782097
31,"(4, 10)",initial_token_attention,smart,13.288941890816417,0.060127200623974204
32,"(7, 7)",initial_token_attention,smart,13.236314222675786,0.06083844674052671
33,"(0, 1)",repeated_attention,smart,13.208863948181229,0.06084839869756251
34,"(7, 1)",initial_token_attention,smart,13.42149160003734,0.06369904486462474
35,"(6, 6)",initial_token_attention,smart,13.120766285256387,0.06539909242186695
36,"(10, 3)",sentence_initial_dominance,smart,11.031602681246454,0.06508361689280719
37,"(10, 0)",initial_token_attention,smart,11.336074766350553,0.06832384053617716
38,"(8, 0)",sentence_initial_dominance,smart,9.367844079983435,0.06738438430707902
39,"(7, 6)",sentence_initial_dominance,smart,8.340573187853705,0.06638011338422074
40,"(11, 7)",initial_token_attention,smart,9.575522079901337,0.07206911348970607
41,"(9, 5)",sentence_initial_dominance,smart,7.46491530263641,0.07138758230255916
42,"(6, 2)",sentence_initial_dominance,smart,6.334455922442267,0.07131946554640307
43,"(11, 1)",sentence_initial_dominance,smart,4.833126988392987,0.07132200295338408
