k,head,program,strategy,increase,kl_div
1,"(9, 9)",sentence_start_dominance,baseline,-1.0195984538428586,0.054209926361218096
2,"(5, 1)",cls_attention,baseline,0.26677299487250783,0.1170859072287567
3,"(4, 11)",previous_attention,baseline,2.357879982796714,0.18811812527943403
4,"(7, 2)",cls_attention,baseline,2.3733290970355965,0.26032917857170107
5,"(11, 9)",initial_token_attention,baseline,3.8159948512623982,0.40688813594169915
6,"(7, 7)",initial_token_attention,baseline,4.461301696511801,0.4198957866244018
7,"(6, 6)",initial_token_attention,baseline,6.5741200803975275,0.5288020526058972
8,"(6, 9)",cls_attention,baseline,9.021119765821318,0.7068265856429935
9,"(10, 6)",initial_token_attention,baseline,9.43694058125251,0.7485353371873498
10,"(10, 10)",initial_token_attention,baseline,11.459775152594935,0.7839665551483631
11,"(9, 4)",initial_token_attention,baseline,14.05375664146743,0.877870337665081
12,"(11, 6)",initial_token_attention,baseline,742.8160417556923,2.8952847385406493
13,"(3, 0)",initial_token_attention,baseline,748.4837432134723,2.912910668849945
14,"(8, 11)",sentence_initial_dominance,baseline,741.6011170751173,2.927939383983612
15,"(8, 0)",sentence_initial_dominance,baseline,744.0445236566218,2.9652727270126342
16,"(9, 8)",sentence_initial_dominance,baseline,735.1867264519599,2.956721923351288
17,"(7, 10)",initial_token_attention,baseline,745.3396157578695,2.9668849062919618
18,"(7, 6)",sentence_initial_dominance,baseline,761.3854953636582,3.0156290197372435
19,"(7, 11)",initial_token_attention,baseline,763.3010462784487,3.046286172866821
20,"(5, 5)",initial_token_attention,baseline,767.4104889839864,3.0900839042663573
21,"(3, 4)",initial_token_attention,baseline,774.527333767793,3.114210295677185
22,"(11, 7)",initial_token_attention,baseline,834.2938294669752,3.243045129776001
23,"(9, 5)",sentence_initial_dominance,baseline,831.3029618293319,3.2405205249786375
24,"(11, 5)",initial_token_attention,baseline,835.5352222100224,3.257698822021484
25,"(0, 1)",repeated_attention,baseline,1232.3743833941976,3.710317792892456
26,"(10, 2)",initial_token_attention,baseline,1211.3092401996341,3.7043316650390623
27,"(10, 8)",initial_token_attention,baseline,1203.220867618582,3.6987507724761963
28,"(5, 9)",sentence_initial_dominance,baseline,1193.5625288811152,3.689309825897217
29,"(9, 11)",initial_token_attention,baseline,1182.386194234692,3.692390995025635
30,"(10, 3)",sentence_initial_dominance,baseline,1172.9510502139044,3.6940642833709716
31,"(9, 6)",initial_token_attention,baseline,1173.2947601239614,3.6987407302856443
32,"(11, 1)",sentence_initial_dominance,baseline,1201.2072559894532,3.721997718811035
33,"(5, 0)",initial_token_attention,baseline,1200.7219352779261,3.7191298675537108
34,"(6, 10)",initial_token_attention,baseline,1205.5353254090646,3.7202157878875735
35,"(4, 10)",initial_token_attention,baseline,1215.0779878824696,3.7274846601486207
36,"(8, 1)",initial_token_attention,baseline,1213.6920498647685,3.7332264518737794
37,"(8, 3)",initial_token_attention,baseline,1210.7580378159537,3.735181379318237
38,"(6, 2)",sentence_initial_dominance,baseline,1212.7219107937083,3.7407427787780763
39,"(10, 0)",initial_token_attention,baseline,1202.645946161169,3.737191762924194
40,"(7, 1)",initial_token_attention,baseline,1200.3532212730536,3.7277953100204466
41,"(10, 1)",initial_token_attention,baseline,1193.2610282525604,3.7279169178009033
42,"(11, 2)",initial_token_attention,baseline,1386.503967530188,3.7402126455307005
43,"(9, 1)",initial_token_attention,baseline,1380.373440028928,3.743420095443726
