k,head,program,strategy,increase,kl_div
1,"(4, 11)",previous_attention,baseline,1.9394932708865287,0.046922007703688
2,"(7, 6)",sentence_initial_dominance,baseline,2.397858128039074,0.08438483295729383
3,"(4, 10)",initial_token_attention,baseline,3.5042588194276423,0.12786821485962718
4,"(7, 1)",initial_token_attention,baseline,3.4452200681742475,0.21473236692138017
5,"(11, 5)",initial_token_attention,baseline,13.169122449431255,0.5235870835743844
6,"(11, 1)",sentence_initial_dominance,baseline,103.37103774475398,1.999461097717285
7,"(11, 2)",initial_token_attention,baseline,267.3610598689943,2.312724469900131
8,"(7, 10)",initial_token_attention,baseline,273.54080630299677,2.354110049009323
9,"(11, 7)",initial_token_attention,baseline,353.22642374874374,2.672209134101868
10,"(6, 9)",cls_attention,baseline,356.453185190769,2.7039146208763123
11,"(5, 0)",initial_token_attention,baseline,360.7465375782096,2.739044110774994
12,"(10, 8)",initial_token_attention,baseline,355.85584097982957,2.732903025150299
13,"(6, 6)",initial_token_attention,baseline,369.6167508865747,2.8014028692245483
14,"(8, 1)",initial_token_attention,baseline,375.2022149891876,2.8414125299453734
15,"(9, 5)",sentence_initial_dominance,baseline,373.5585904484779,2.8439589524269104
16,"(6, 2)",sentence_initial_dominance,baseline,377.4287854390383,2.864827790260315
17,"(9, 6)",initial_token_attention,baseline,382.7726501577719,2.8881537032127382
18,"(9, 1)",initial_token_attention,baseline,384.59132375111994,2.8904640102386474
19,"(10, 10)",initial_token_attention,baseline,386.58721830180565,2.8960840702056885
20,"(5, 9)",sentence_initial_dominance,baseline,396.86163262517226,2.922927725315094
21,"(11, 9)",initial_token_attention,baseline,395.4602677075873,2.9223636531829835
22,"(9, 8)",sentence_initial_dominance,baseline,389.16388999690605,2.909933271408081
23,"(10, 2)",initial_token_attention,baseline,380.045866168325,2.8982769870758056
24,"(5, 1)",cls_attention,baseline,389.8872118839706,2.922830791473389
25,"(10, 0)",initial_token_attention,baseline,388.1416292066738,2.932448220252991
26,"(10, 6)",initial_token_attention,baseline,394.27588228366153,2.9511008429527283
27,"(10, 1)",initial_token_attention,baseline,393.1410780621976,2.957199454307556
28,"(8, 3)",initial_token_attention,baseline,393.378756800471,2.9812919688224793
29,"(11, 6)",initial_token_attention,baseline,1040.0817589836242,3.3176112508773805
30,"(7, 11)",initial_token_attention,baseline,1038.3591035446343,3.3341133308410646
31,"(7, 2)",cls_attention,baseline,1046.4842413705283,3.3688398361206056
32,"(9, 4)",initial_token_attention,baseline,1045.8013066491994,3.367249221801758
33,"(3, 4)",initial_token_attention,baseline,1053.083651037204,3.381975293159485
34,"(8, 11)",sentence_initial_dominance,baseline,1049.2388789852193,3.3816843748092653
35,"(0, 1)",repeated_attention,baseline,1429.8979705930522,3.708397026062012
36,"(10, 3)",sentence_initial_dominance,baseline,1420.4752316586942,3.711464624404907
37,"(7, 7)",initial_token_attention,baseline,1406.3953150211476,3.7163242626190187
38,"(8, 0)",sentence_initial_dominance,baseline,1398.862157769547,3.724175729751587
39,"(9, 11)",initial_token_attention,baseline,1384.6399103832748,3.722420167922974
40,"(6, 10)",initial_token_attention,baseline,1391.2906941165547,3.7248421478271485
41,"(5, 5)",initial_token_attention,baseline,1383.717075937583,3.7316986465454103
42,"(3, 0)",initial_token_attention,baseline,1389.9721486265232,3.739713263511658
43,"(9, 9)",sentence_start_dominance,baseline,1380.373440028928,3.743420095443726
