k,head,program,strategy,increase,kl_div
1,"(10, 6)",initial_token_attention,baseline,-0.18738527084417494,0.04004078185651452
2,"(9, 9)",sentence_start_dominance,baseline,-1.0818038035272213,0.10128328575752675
3,"(10, 10)",initial_token_attention,baseline,0.868719620161638,0.14862931731157006
4,"(8, 11)",sentence_initial_dominance,baseline,-0.3105746403674607,0.20879746845923364
5,"(4, 11)",previous_attention,baseline,1.9873722374407223,0.2748121365718543
6,"(7, 11)",initial_token_attention,baseline,2.826573521672636,0.4139851895812899
7,"(10, 2)",initial_token_attention,baseline,4.292148047998198,0.4848901953641325
8,"(8, 3)",initial_token_attention,baseline,5.696746698638526,0.5534623027406633
9,"(9, 8)",sentence_initial_dominance,baseline,6.400028152235186,0.6571705306321383
10,"(6, 2)",sentence_initial_dominance,baseline,6.254470442209951,0.7301020760461688
11,"(10, 8)",initial_token_attention,baseline,8.126905615710442,0.8154900933802128
12,"(6, 10)",initial_token_attention,baseline,11.492583997564292,0.967618862837553
13,"(7, 7)",initial_token_attention,baseline,12.523357488319784,1.0540722638368607
14,"(5, 5)",initial_token_attention,baseline,15.577513720171897,1.180553990378976
15,"(5, 9)",sentence_initial_dominance,baseline,17.020000023833934,1.2532649885863065
16,"(10, 0)",initial_token_attention,baseline,18.34624291651013,1.2893544712662697
17,"(11, 2)",initial_token_attention,baseline,121.08591086576139,1.7147637069225312
18,"(8, 0)",sentence_initial_dominance,baseline,122.30779158799903,1.7856987750530242
19,"(10, 1)",initial_token_attention,baseline,122.177005495348,1.8062583541870116
20,"(7, 10)",initial_token_attention,baseline,129.23036183881703,1.8929344856739043
21,"(6, 6)",initial_token_attention,baseline,138.7865071895835,1.997783634662628
22,"(11, 6)",initial_token_attention,baseline,871.3063135537496,3.0790072536468505
23,"(5, 0)",initial_token_attention,baseline,876.2247930978722,3.097686219215393
24,"(11, 9)",initial_token_attention,baseline,872.0512150391817,3.1054926204681395
25,"(9, 4)",initial_token_attention,baseline,870.5995098427184,3.1092151975631714
26,"(0, 1)",repeated_attention,baseline,1475.7401824748833,3.682881965637207
27,"(4, 10)",initial_token_attention,baseline,1483.4453358795672,3.692116003036499
28,"(5, 1)",cls_attention,baseline,1489.8365384225315,3.684391393661499
29,"(9, 6)",initial_token_attention,baseline,1490.8256501701546,3.6901196908950804
30,"(9, 11)",initial_token_attention,baseline,1474.4782225958013,3.693939185142517
31,"(6, 9)",cls_attention,baseline,1450.9064001756767,3.706432399749756
32,"(7, 1)",initial_token_attention,baseline,1444.2031300991896,3.6887273359298707
33,"(9, 5)",sentence_initial_dominance,baseline,1407.3287425472597,3.6824086332321166
34,"(7, 6)",sentence_initial_dominance,baseline,1404.2932930317525,3.6986203002929687
35,"(11, 5)",initial_token_attention,baseline,1384.074365334914,3.7001611471176146
36,"(8, 1)",initial_token_attention,baseline,1387.4912895209306,3.7190625953674314
37,"(9, 1)",initial_token_attention,baseline,1379.6524351368334,3.7261445045471193
38,"(3, 4)",initial_token_attention,baseline,1381.2544123671655,3.721954517364502
39,"(11, 1)",sentence_initial_dominance,baseline,1402.5463733762517,3.7277382230758667
40,"(3, 0)",initial_token_attention,baseline,1409.009647799375,3.738846807479858
41,"(11, 7)",initial_token_attention,baseline,1385.384805922937,3.7333372163772585
42,"(7, 2)",cls_attention,baseline,1387.2257249611182,3.740777292251587
43,"(10, 3)",sentence_initial_dominance,baseline,1380.373440028928,3.743420095443726
