k,head,program,strategy,increase,kl_div
1,"(8, 3)",initial_token_attention,smart,0.3306924234184014,0.0025070597291050943
2,"(4, 11)",previous_attention,smart,0.5940599145095127,0.0033203998179669723
3,"(7, 11)",initial_token_attention,smart,0.6603724499730188,0.0049466447140730455
4,"(6, 6)",initial_token_attention,smart,0.4279351936469503,0.0061899415798689
5,"(11, 9)",initial_token_attention,smart,0.03803043289878845,0.008098853269257234
6,"(4, 10)",initial_token_attention,smart,0.10466687088888563,0.01067687076589209
7,"(10, 0)",initial_token_attention,smart,0.10024159793198653,0.012229623610473937
8,"(8, 1)",initial_token_attention,smart,-0.1381836633933948,0.013801322080398677
9,"(3, 4)",initial_token_attention,smart,-0.4043442789670475,0.015228348446544259
10,"(11, 2)",initial_token_attention,smart,0.77149134529019,0.017069117970822844
11,"(10, 1)",initial_token_attention,smart,0.811803454797984,0.018918357714137527
12,"(11, 6)",initial_token_attention,smart,14.493717849676429,0.02130938158312347
13,"(6, 9)",cls_attention,smart,13.871320470677835,0.023137356712832114
14,"(8, 0)",sentence_initial_dominance,smart,11.911745730690493,0.022832897462067195
15,"(11, 1)",sentence_initial_dominance,smart,10.231420709299648,0.022834484050399624
16,"(5, 9)",sentence_initial_dominance,smart,9.468501743843769,0.0228491033782484
17,"(3, 0)",initial_token_attention,smart,9.411181951925574,0.02340664979768917
18,"(7, 2)",cls_attention,smart,9.565919429162365,0.026732484487001783
19,"(10, 6)",initial_token_attention,smart,9.495771134894786,0.028591921900515446
20,"(9, 8)",sentence_initial_dominance,smart,7.950697217832416,0.02850143321964424
21,"(10, 8)",initial_token_attention,smart,7.804705612776919,0.02921516807982698
22,"(9, 6)",initial_token_attention,smart,8.054955747879612,0.031049412556458263
23,"(11, 5)",initial_token_attention,smart,8.470971147444537,0.033998447178746574
24,"(10, 3)",sentence_initial_dominance,smart,6.726851366436465,0.03377682539576199
25,"(5, 1)",cls_attention,smart,6.956313534190275,0.036051134117878976
26,"(9, 11)",initial_token_attention,smart,7.503880142865588,0.03816007933113724
27,"(7, 1)",initial_token_attention,smart,7.695933750469684,0.04078278519911691
28,"(10, 2)",initial_token_attention,smart,8.124970370478538,0.043876036925939846
29,"(5, 5)",initial_token_attention,smart,7.711933166327924,0.04558814374031499
30,"(10, 10)",initial_token_attention,smart,8.210563389848922,0.04809449489577673
31,"(9, 1)",initial_token_attention,smart,8.525546954896635,0.051238297005183994
32,"(9, 5)",sentence_initial_dominance,smart,6.4895158057884474,0.050733020602492615
33,"(6, 10)",initial_token_attention,smart,6.546403101712847,0.05530287249945104
34,"(6, 2)",sentence_initial_dominance,smart,5.207040332968937,0.05523660454666242
35,"(7, 6)",sentence_initial_dominance,smart,4.122620836314021,0.05436656870180741
36,"(7, 10)",initial_token_attention,smart,4.327679311335256,0.057797957931179554
37,"(5, 0)",initial_token_attention,smart,4.7577699662618524,0.06124130773358047
38,"(9, 4)",initial_token_attention,smart,4.816987650410555,0.06296183192171156
39,"(7, 7)",initial_token_attention,smart,4.888886388477764,0.06321568069513887
40,"(0, 1)",repeated_attention,smart,4.82172657317939,0.06292567164637149
41,"(9, 9)",sentence_start_dominance,smart,5.104653289472393,0.06605564501136542
42,"(8, 11)",sentence_initial_dominance,smart,3.5774687941100587,0.0659288731776178
43,"(11, 7)",initial_token_attention,smart,4.833126988392987,0.07132200295338408
