k,head,program,strategy,increase,kl_div
1,"(10, 2)",initial_token_attention,smart,0.008307712197430366,0.001065253290653345
2,"(3, 0)",initial_token_attention,smart,-0.2653816610700996,0.0029650522532028846
3,"(11, 2)",initial_token_attention,smart,0.9123679323401432,0.004612407259191969
4,"(9, 4)",initial_token_attention,smart,0.9358584360728243,0.005636825483234134
5,"(11, 1)",sentence_initial_dominance,smart,-0.854492530910546,0.005636843903193949
6,"(8, 3)",initial_token_attention,smart,-0.5448322233380175,0.007858200327027588
7,"(6, 9)",cls_attention,smart,-1.1966898763991534,0.009030762773472817
8,"(7, 11)",initial_token_attention,smart,-1.0912474366594278,0.010840680417022668
9,"(10, 3)",sentence_initial_dominance,smart,-2.853291672797234,0.010864655944751576
10,"(5, 5)",initial_token_attention,smart,-3.2108321679347926,0.011821574310306459
11,"(5, 0)",initial_token_attention,smart,-2.78314884652763,0.014820900177583099
12,"(6, 10)",initial_token_attention,smart,-2.817636344292975,0.01721069957828149
13,"(11, 6)",initial_token_attention,smart,10.458387672396995,0.01902297629392706
14,"(10, 1)",initial_token_attention,smart,10.795615146116402,0.020612909719347955
15,"(7, 2)",cls_attention,smart,10.940200650378568,0.022583461079047993
16,"(8, 11)",sentence_initial_dominance,smart,9.167052571984113,0.022397762107430025
17,"(10, 6)",initial_token_attention,smart,9.131821943896282,0.0247653657279443
18,"(6, 6)",initial_token_attention,smart,8.806113472995575,0.026447083886014296
19,"(4, 11)",previous_attention,smart,9.25906783227591,0.029226477608317508
20,"(4, 10)",initial_token_attention,smart,9.285092492790355,0.032533680248307065
21,"(8, 0)",sentence_initial_dominance,smart,7.373300187963564,0.03221975514898077
22,"(7, 10)",initial_token_attention,smart,7.646584335727539,0.035465938257984816
23,"(9, 8)",sentence_initial_dominance,smart,6.139065825639292,0.03534409922780469
24,"(11, 7)",initial_token_attention,smart,7.132036826030994,0.03892133206827566
25,"(8, 1)",initial_token_attention,smart,7.106914297340319,0.04053494606167078
26,"(10, 8)",initial_token_attention,smart,6.97758427333578,0.04157724202610552
27,"(5, 1)",cls_attention,smart,7.259365506257309,0.04421119301114231
28,"(10, 0)",initial_token_attention,smart,7.512996857083814,0.046900244902353734
29,"(11, 9)",initial_token_attention,smart,7.454694211559261,0.04953228518133983
30,"(7, 1)",initial_token_attention,smart,7.684624424969886,0.05319820577278733
31,"(7, 7)",initial_token_attention,smart,7.590611357519448,0.05310950697399676
32,"(10, 10)",initial_token_attention,smart,8.07384538630687,0.056237410227768125
33,"(6, 2)",sentence_initial_dominance,smart,6.8969345250214324,0.05634191627148539
34,"(3, 4)",initial_token_attention,smart,6.743550494513732,0.05777363364119083
35,"(0, 1)",repeated_attention,smart,6.677275244343088,0.05737534424755722
36,"(9, 9)",sentence_start_dominance,smart,6.883489472544324,0.06042177919764072
37,"(9, 5)",sentence_initial_dominance,smart,4.791436068742021,0.05996441327501088
38,"(9, 6)",initial_token_attention,smart,5.03066559437905,0.0627106515597552
39,"(5, 9)",sentence_initial_dominance,smart,4.109874677284671,0.06259255485609173
40,"(11, 5)",initial_token_attention,smart,4.866479952676946,0.06760584731586278
41,"(9, 1)",initial_token_attention,smart,5.253469471430975,0.0706146581377834
42,"(9, 11)",initial_token_attention,smart,5.7952316524565495,0.07263093177694828
43,"(7, 6)",sentence_initial_dominance,smart,4.833126988392987,0.07132200295338408
