k,head,program,strategy,increase,kl_div
1,"(9, 6)",initial_token_attention,smart,0.10112266834682511,0.001200201208848739
2,"(10, 2)",initial_token_attention,smart,0.10222928431775406,0.00231581593703595
3,"(10, 1)",initial_token_attention,smart,0.1050276794253462,0.0033527907125244383
4,"(9, 4)",initial_token_attention,smart,0.050921067651538816,0.004794831438666733
5,"(4, 11)",previous_attention,smart,0.31386670647662834,0.006294714457289956
6,"(7, 2)",cls_attention,smart,0.47284694386777687,0.008352240125241224
7,"(6, 10)",initial_token_attention,smart,0.48321506395959885,0.010066265034110984
8,"(5, 1)",cls_attention,smart,0.4936333208270324,0.011298406697751489
9,"(3, 4)",initial_token_attention,smart,0.20198319229592623,0.013707851891376776
10,"(6, 6)",initial_token_attention,smart,0.00452404331779654,0.01591326647932874
11,"(7, 7)",initial_token_attention,smart,-0.09484991735701623,0.01702796476718504
12,"(9, 11)",initial_token_attention,smart,0.17355879009652803,0.017732270601554773
13,"(6, 9)",cls_attention,smart,-0.3827475821146426,0.01941536758444272
14,"(0, 1)",repeated_attention,smart,-0.3900543035913195,0.01968566291499883
15,"(10, 6)",initial_token_attention,smart,-0.454134688382598,0.02163855077698827
16,"(7, 11)",initial_token_attention,smart,-0.28861490160714887,0.024045062655350193
17,"(8, 1)",initial_token_attention,smart,-0.5048009394815856,0.02634443372255191
18,"(10, 8)",initial_token_attention,smart,-0.8915101178923734,0.028279126879060642
19,"(10, 10)",initial_token_attention,smart,-0.627626203805733,0.030308336282614617
20,"(11, 5)",initial_token_attention,smart,-0.6006267806222452,0.032579925819300116
21,"(5, 5)",initial_token_attention,smart,-0.9773228656156373,0.03603768390370533
22,"(11, 2)",initial_token_attention,smart,0.6622269374566213,0.03909786621574313
23,"(9, 1)",initial_token_attention,smart,0.7827272397371254,0.0423511358408723
24,"(3, 0)",initial_token_attention,smart,0.6754691521772134,0.04059093023417518
25,"(9, 5)",sentence_initial_dominance,smart,-1.3747243186699019,0.040167838336201384
26,"(8, 3)",initial_token_attention,smart,-1.0296789537511524,0.04310833959025331
27,"(11, 9)",initial_token_attention,smart,-1.325831103843406,0.046455146881053226
28,"(9, 8)",sentence_initial_dominance,smart,-2.819023449549458,0.046081218789331614
29,"(8, 0)",sentence_initial_dominance,smart,-4.687829637247399,0.04545503753586672
30,"(7, 10)",initial_token_attention,smart,-4.495963945547782,0.04814479510765523
31,"(7, 1)",initial_token_attention,smart,-4.193186195525022,0.05098919905954972
32,"(10, 0)",initial_token_attention,smart,-4.083351646855528,0.05376227886881679
33,"(10, 3)",sentence_initial_dominance,smart,-6.039783175416225,0.05346241003833711
34,"(5, 9)",sentence_initial_dominance,smart,-6.83931936200592,0.05288623312953859
35,"(8, 11)",sentence_initial_dominance,smart,-8.436762384128304,0.05271029983647168
36,"(11, 7)",initial_token_attention,smart,-7.322553370078695,0.05649182294961065
37,"(9, 9)",sentence_start_dominance,smart,-7.106213284192688,0.05987487526843324
38,"(11, 1)",sentence_initial_dominance,smart,-8.60772157868028,0.05987704866100103
39,"(7, 6)",sentence_initial_dominance,smart,-9.396422120494675,0.05907290808856487
40,"(4, 10)",initial_token_attention,smart,-9.254627806156456,0.06170054506044835
41,"(11, 6)",initial_token_attention,smart,5.598954808231424,0.06748432821594179
42,"(6, 2)",sentence_initial_dominance,smart,4.435686649185699,0.06742786697112024
43,"(5, 0)",initial_token_attention,smart,4.833126988392987,0.07132200295338408
