k,head,program,strategy,increase,kl_div
1,"(10, 3)",sentence_initial_dominance,baseline,-0.2302907745466951,0.050997170136542994
2,"(9, 6)",initial_token_attention,baseline,0.5098532989967698,0.0935711045563221
3,"(6, 2)",sentence_initial_dominance,baseline,0.21571315880047492,0.15759449284523724
4,"(3, 0)",initial_token_attention,baseline,1.2414659815559212,0.21081103633157908
5,"(6, 9)",cls_attention,baseline,2.6947065455638386,0.28732436104677617
6,"(9, 8)",sentence_initial_dominance,baseline,3.6252363834642263,0.36169955515302715
7,"(9, 1)",initial_token_attention,baseline,3.9633635712301265,0.39150296040810645
8,"(5, 1)",cls_attention,baseline,5.134668267417267,0.4879419772326946
9,"(10, 8)",initial_token_attention,baseline,6.958685569215692,0.5682397571764887
10,"(7, 10)",initial_token_attention,baseline,7.70552680293655,0.5945295801758766
11,"(11, 6)",initial_token_attention,baseline,715.6830494857055,2.718063735961914
12,"(7, 7)",initial_token_attention,baseline,718.9394013312235,2.746372547149658
13,"(5, 0)",initial_token_attention,baseline,727.7785532680896,2.783213901519775
14,"(10, 1)",initial_token_attention,baseline,719.8633487078955,2.772638006210327
15,"(8, 11)",sentence_initial_dominance,baseline,716.2564741717293,2.7755310583114623
16,"(11, 2)",initial_token_attention,baseline,903.1408480354509,2.9153885650634765
17,"(11, 5)",initial_token_attention,baseline,907.1806761247957,2.9444563579559326
18,"(0, 1)",repeated_attention,baseline,1544.6317685698957,3.749905433654785
19,"(8, 1)",initial_token_attention,baseline,1541.4680711392703,3.7561384344100954
20,"(7, 6)",sentence_initial_dominance,baseline,1533.7589970356719,3.765151472091675
21,"(5, 9)",sentence_initial_dominance,baseline,1519.4799313163467,3.7567817258834837
22,"(9, 4)",initial_token_attention,baseline,1508.5847966190722,3.736987996101379
23,"(3, 4)",initial_token_attention,baseline,1505.8277717313833,3.7271706008911134
24,"(9, 9)",sentence_start_dominance,baseline,1491.3678237699514,3.734434237480164
25,"(6, 10)",initial_token_attention,baseline,1497.1812825478182,3.73212824344635
26,"(7, 11)",initial_token_attention,baseline,1480.2634043952244,3.736181335449219
27,"(4, 11)",previous_attention,baseline,1480.002379275978,3.741289119720459
28,"(10, 10)",initial_token_attention,baseline,1473.8989165045753,3.728372869491577
29,"(11, 7)",initial_token_attention,baseline,1444.855231175297,3.725315794944763
30,"(7, 1)",initial_token_attention,baseline,1447.3606305253657,3.7258496570587156
31,"(9, 5)",sentence_initial_dominance,baseline,1417.9980917948433,3.7168390464782717
32,"(10, 6)",initial_token_attention,baseline,1420.3198591951532,3.708748250007629
33,"(8, 0)",sentence_initial_dominance,baseline,1414.9598846479241,3.7142300367355348
34,"(9, 11)",initial_token_attention,baseline,1397.969573234872,3.709370551109314
35,"(11, 9)",initial_token_attention,baseline,1392.6845451577333,3.7167405462265015
36,"(4, 10)",initial_token_attention,baseline,1403.4126673473174,3.7253726530075073
37,"(7, 2)",cls_attention,baseline,1404.282603459309,3.730590362548828
38,"(8, 3)",initial_token_attention,baseline,1400.0119542106736,3.7293714237213136
39,"(10, 0)",initial_token_attention,baseline,1385.9309453180913,3.722510256767273
40,"(6, 6)",initial_token_attention,baseline,1392.229471977154,3.719916343688965
41,"(11, 1)",sentence_initial_dominance,baseline,1408.7913391437883,3.7397599601745606
42,"(10, 2)",initial_token_attention,baseline,1386.5484207925247,3.7362448501586916
43,"(5, 5)",initial_token_attention,baseline,1380.373440028928,3.743420095443726
