k,head,program,strategy,increase,kl_div
1,"(11, 5)",initial_token_attention,baseline,7.593276722468062,0.28812935231020675
2,"(10, 2)",initial_token_attention,baseline,8.706617209403792,0.32766040010377767
3,"(5, 1)",cls_attention,baseline,10.66757419253895,0.4050119288917631
4,"(4, 10)",initial_token_attention,baseline,12.48177248729878,0.43981660148128865
5,"(7, 10)",initial_token_attention,baseline,13.520013255131087,0.501192176565528
6,"(11, 1)",sentence_initial_dominance,baseline,102.74945503492228,1.929346633553505
7,"(10, 10)",initial_token_attention,baseline,105.47652243496215,1.9624935096502305
8,"(7, 1)",initial_token_attention,baseline,106.8561589224959,2.020192563533783
9,"(9, 6)",initial_token_attention,baseline,109.5053669414499,2.053459172844887
10,"(6, 9)",cls_attention,baseline,110.93100721698868,2.08843132853508
11,"(11, 9)",initial_token_attention,baseline,110.60961376397567,2.091100496649742
12,"(7, 6)",sentence_initial_dominance,baseline,113.27435000518665,2.149653822183609
13,"(4, 11)",previous_attention,baseline,117.20098273656932,2.1974775552749635
14,"(11, 2)",initial_token_attention,baseline,281.72721964360426,2.480765210390091
15,"(8, 3)",initial_token_attention,baseline,283.27340280006024,2.52782704949379
16,"(8, 11)",sentence_initial_dominance,baseline,282.450599350656,2.534045757055283
17,"(9, 4)",initial_token_attention,baseline,286.49718554901904,2.5553321623802185
18,"(6, 2)",sentence_initial_dominance,baseline,290.03188398785284,2.5956557059288023
19,"(10, 8)",initial_token_attention,baseline,286.46469211236933,2.584724369049072
20,"(9, 8)",sentence_initial_dominance,baseline,282.27811898866526,2.577035915851593
21,"(5, 9)",sentence_initial_dominance,baseline,292.1075537029854,2.622263243198395
22,"(10, 3)",sentence_initial_dominance,baseline,291.9203027350733,2.6235455894470214
23,"(10, 6)",initial_token_attention,baseline,299.75387353322844,2.666648769378662
24,"(11, 7)",initial_token_attention,baseline,377.60272583322535,2.9089095187187195
25,"(0, 1)",repeated_attention,baseline,751.3828952831063,3.626181221008301
26,"(6, 10)",initial_token_attention,baseline,752.828826826109,3.621767520904541
27,"(5, 0)",initial_token_attention,baseline,751.6542756376715,3.626774911880493
28,"(7, 11)",initial_token_attention,baseline,744.7451755166067,3.6273116159439085
29,"(8, 1)",initial_token_attention,baseline,743.6755076215121,3.636466174125671
30,"(9, 1)",initial_token_attention,baseline,739.8585235692576,3.639945092201233
31,"(6, 6)",initial_token_attention,baseline,746.9366305735435,3.64236864566803
32,"(10, 1)",initial_token_attention,baseline,744.021039806813,3.6456022834777833
33,"(11, 6)",initial_token_attention,baseline,1471.5183676133352,3.732756505012512
34,"(10, 0)",initial_token_attention,baseline,1456.972232340598,3.7242276000976564
35,"(8, 0)",sentence_initial_dominance,baseline,1448.6988240997764,3.7265379524230955
36,"(9, 9)",sentence_start_dominance,baseline,1436.8992314632117,3.728362159729004
37,"(9, 5)",sentence_initial_dominance,baseline,1407.0918655392252,3.7171348667144777
38,"(5, 5)",initial_token_attention,baseline,1399.7991846814089,3.724682717323303
39,"(3, 4)",initial_token_attention,baseline,1403.1723075802615,3.723507800102234
40,"(3, 0)",initial_token_attention,baseline,1408.242742565844,3.7347049427032473
41,"(9, 11)",initial_token_attention,baseline,1393.9079649922912,3.7306583452224733
42,"(7, 7)",initial_token_attention,baseline,1378.1695354516685,3.7358209133148192
43,"(7, 2)",cls_attention,baseline,1380.373440028928,3.743420095443726
