k,head,program,strategy,increase,kl_div
1,"(10, 10)",initial_token_attention,baseline,1.764578646413221,0.04395579187665135
2,"(8, 3)",initial_token_attention,baseline,2.7054819089544493,0.10192344387993217
3,"(4, 11)",previous_attention,baseline,4.788088419438462,0.14566658454947173
4,"(11, 5)",initial_token_attention,baseline,12.628165138301245,0.4469617034122348
5,"(8, 11)",sentence_initial_dominance,baseline,11.977000196401915,0.4987741698045284
6,"(7, 7)",initial_token_attention,baseline,12.050285167274726,0.5728946778737009
7,"(5, 0)",initial_token_attention,baseline,13.385414175012125,0.6567026522755622
8,"(6, 2)",sentence_initial_dominance,baseline,14.460862559096183,0.7306412266939879
9,"(7, 10)",initial_token_attention,baseline,16.072748558215213,0.807883074209094
10,"(7, 2)",cls_attention,baseline,19.03021792615914,0.9625100731104612
11,"(11, 6)",initial_token_attention,baseline,749.184021747567,2.9170820093154908
12,"(11, 9)",initial_token_attention,baseline,746.3212434803714,2.9233019971847534
13,"(8, 1)",initial_token_attention,baseline,751.039888064883,2.947991511821747
14,"(11, 2)",initial_token_attention,baseline,940.9586007160458,3.0742803525924685
15,"(9, 1)",initial_token_attention,baseline,941.0941713193553,3.082321901321411
16,"(7, 1)",initial_token_attention,baseline,961.8692705716161,3.1299813318252565
17,"(9, 9)",sentence_start_dominance,baseline,950.6534141335553,3.130714168548584
18,"(6, 10)",initial_token_attention,baseline,970.9708656613693,3.173263349533081
19,"(10, 0)",initial_token_attention,baseline,959.7189017434663,3.1612543439865113
20,"(9, 4)",initial_token_attention,baseline,956.9121329339719,3.1643837881088257
21,"(3, 0)",initial_token_attention,baseline,966.2409183628982,3.1867576217651368
22,"(7, 6)",sentence_initial_dominance,baseline,981.1721755565158,3.2080800580978392
23,"(11, 1)",sentence_initial_dominance,baseline,1044.074923559169,3.320000505447388
24,"(10, 2)",initial_token_attention,baseline,1006.5523169304086,3.2861388540267944
25,"(10, 6)",initial_token_attention,baseline,1013.0005877408945,3.296083722114563
26,"(5, 1)",cls_attention,baseline,1024.4649145182286,3.309050612449646
27,"(10, 8)",initial_token_attention,baseline,1012.3616826722603,3.291045455932617
28,"(7, 11)",initial_token_attention,baseline,1010.6024888458076,3.3104042482376097
29,"(9, 11)",initial_token_attention,baseline,1001.7651515344977,3.3114819049835207
30,"(10, 3)",sentence_initial_dominance,baseline,994.128817912535,3.302602424621582
31,"(3, 4)",initial_token_attention,baseline,1001.6154905652561,3.3226251745224
32,"(5, 5)",initial_token_attention,baseline,999.2590837783257,3.350924220085144
33,"(9, 6)",initial_token_attention,baseline,1006.0644709171867,3.3593408918380736
34,"(11, 7)",initial_token_attention,baseline,1025.2713846792276,3.4043903589248656
35,"(6, 9)",cls_attention,baseline,1028.6188022967044,3.4244094705581665
36,"(9, 8)",sentence_initial_dominance,baseline,1019.9816883315812,3.417232036590576
37,"(8, 0)",sentence_initial_dominance,baseline,1023.0597582858841,3.4478334903717043
38,"(0, 1)",repeated_attention,baseline,1404.959846877182,3.751837682723999
39,"(4, 10)",initial_token_attention,baseline,1414.8671560729313,3.7584234285354614
40,"(6, 6)",initial_token_attention,baseline,1422.9202233125484,3.756441855430603
41,"(10, 1)",initial_token_attention,baseline,1415.5228925589358,3.756316747665405
42,"(9, 5)",sentence_initial_dominance,baseline,1386.691722313787,3.7502727937698364
43,"(5, 9)",sentence_initial_dominance,baseline,1380.373440028928,3.743420095443726
