k,head,program,strategy,increase,kl_div
1,"(7, 7)",initial_token_attention,baseline,-0.1587259574349167,0.04175794114358723
2,"(8, 3)",initial_token_attention,baseline,1.2886250033478945,0.10474979979917406
3,"(11, 9)",initial_token_attention,baseline,2.3446374998133757,0.17153509566560388
4,"(7, 1)",initial_token_attention,baseline,1.4362555203007878,0.2170507293380797
5,"(10, 10)",initial_token_attention,baseline,3.1201331377080006,0.2674623193498701
6,"(5, 1)",cls_attention,baseline,4.7999510544171615,0.3527627855166793
7,"(11, 7)",initial_token_attention,baseline,100.36324766892223,2.069075040221214
8,"(5, 0)",initial_token_attention,baseline,103.06083810638033,2.1121366015076637
9,"(9, 4)",initial_token_attention,baseline,106.50836602462712,2.1439854806661605
10,"(7, 2)",cls_attention,baseline,109.22545552318893,2.192546951174736
11,"(3, 4)",initial_token_attention,baseline,112.44226318695526,2.2145263946056364
12,"(10, 1)",initial_token_attention,baseline,110.79456243785043,2.21971878528595
13,"(4, 11)",previous_attention,baseline,114.13116782745985,2.2590524101257325
14,"(4, 10)",initial_token_attention,baseline,118.08031653311917,2.29439959526062
15,"(11, 1)",sentence_initial_dominance,baseline,193.38157027288958,2.648684457540512
16,"(6, 10)",initial_token_attention,baseline,199.87880180800673,2.697096720933914
17,"(9, 11)",initial_token_attention,baseline,198.06830229629404,2.710381098985672
18,"(7, 6)",sentence_initial_dominance,baseline,200.26680893493787,2.740582391023636
19,"(6, 2)",sentence_initial_dominance,baseline,206.3477294516946,2.8013344025611877
20,"(11, 5)",initial_token_attention,baseline,215.87044270649236,2.83116988658905
21,"(5, 5)",initial_token_attention,baseline,218.33458661120676,2.8657544898986815
22,"(10, 6)",initial_token_attention,baseline,220.92813061700988,2.88278858423233
23,"(9, 6)",initial_token_attention,baseline,224.8356845256024,2.906403102874756
24,"(6, 6)",initial_token_attention,baseline,235.3012480250164,2.959955825805664
25,"(10, 0)",initial_token_attention,baseline,235.04786687505774,2.9700075960159302
26,"(10, 2)",initial_token_attention,baseline,233.59679298313168,2.9740341258049012
27,"(6, 9)",cls_attention,baseline,237.05613759044292,3.015555486679077
28,"(9, 1)",initial_token_attention,baseline,238.54009825300997,3.0088114833831785
29,"(8, 1)",initial_token_attention,baseline,242.63236556549927,3.027506787776947
30,"(11, 2)",initial_token_attention,baseline,415.7256599412108,3.1267934799194337
31,"(7, 10)",initial_token_attention,baseline,423.8912967107431,3.148700280189514
32,"(10, 8)",initial_token_attention,baseline,419.6211638045416,3.1447770237922668
33,"(7, 11)",initial_token_attention,baseline,419.48754799075743,3.1597922039031983
34,"(8, 11)",sentence_initial_dominance,baseline,418.2847794530307,3.1610256171226503
35,"(3, 0)",initial_token_attention,baseline,423.17304963139867,3.1779187726974487
36,"(11, 6)",initial_token_attention,baseline,1073.1151732918966,3.464856810569763
37,"(0, 1)",repeated_attention,baseline,1456.8224175861496,3.7560257720947265
38,"(9, 8)",sentence_initial_dominance,baseline,1440.543886464214,3.745797004699707
39,"(10, 3)",sentence_initial_dominance,baseline,1431.809377957807,3.7478317975997926
40,"(5, 9)",sentence_initial_dominance,baseline,1426.37682042486,3.741406865119934
41,"(9, 5)",sentence_initial_dominance,baseline,1396.6020373798583,3.7355065155029297
42,"(9, 9)",sentence_start_dominance,baseline,1386.3740200528794,3.738616328239441
43,"(8, 0)",sentence_initial_dominance,baseline,1380.373440028928,3.743420095443726
