k,head,program,strategy,increase,kl_div
1,"(10, 6)",initial_token_attention,smart,-0.15228284275661824,0.001018610725132021
2,"(5, 1)",cls_attention,smart,-0.13068290697045687,0.002811928528208227
3,"(9, 6)",initial_token_attention,smart,0.00746358592756045,0.0046228042640723286
4,"(4, 11)",previous_attention,smart,0.25150975161019273,0.00546475405280944
5,"(11, 6)",initial_token_attention,smart,14.078442031053205,0.007676243052555947
6,"(11, 7)",initial_token_attention,smart,15.2148246914899,0.011920248898968566
7,"(6, 6)",initial_token_attention,smart,14.981487729907274,0.014640498392982409
8,"(10, 10)",initial_token_attention,smart,15.378967178109903,0.015902359824394807
9,"(8, 3)",initial_token_attention,smart,15.914053868026087,0.018859825819672552
10,"(9, 8)",sentence_initial_dominance,smart,14.372490519366114,0.018858411252440418
11,"(7, 11)",initial_token_attention,smart,14.485837840628845,0.01920013419177849
12,"(10, 0)",initial_token_attention,smart,14.837787240631057,0.02098491910030134
13,"(11, 9)",initial_token_attention,smart,14.744819256746396,0.023333088055369443
14,"(7, 10)",initial_token_attention,smart,14.936857671165567,0.02482249191671144
15,"(6, 9)",cls_attention,smart,14.21992572713687,0.02668903667567065
16,"(10, 1)",initial_token_attention,smart,14.498192498745203,0.028809724294987973
17,"(0, 1)",repeated_attention,smart,14.484350802821414,0.029028628458618186
18,"(11, 1)",sentence_initial_dominance,smart,12.69866802604187,0.029030171151389367
19,"(9, 5)",sentence_initial_dominance,smart,10.654518300906746,0.028817839899566024
20,"(11, 5)",initial_token_attention,smart,11.454160196743512,0.03340838036267087
21,"(7, 2)",cls_attention,smart,11.52652574733272,0.03611351105035283
22,"(9, 9)",sentence_start_dominance,smart,11.680990382981301,0.038950245918240395
23,"(9, 1)",initial_token_attention,smart,12.02143978732284,0.04083903838472906
24,"(7, 7)",initial_token_attention,smart,12.02819664509562,0.041494573589297944
25,"(6, 10)",initial_token_attention,smart,12.157850432000725,0.047248462704010306
26,"(8, 11)",sentence_initial_dominance,smart,10.496359576456118,0.046972611614037305
27,"(5, 9)",sentence_initial_dominance,smart,9.586162353310707,0.046837719847681
28,"(9, 11)",initial_token_attention,smart,10.145803861472574,0.04919044009177014
29,"(10, 8)",initial_token_attention,smart,9.913822335954448,0.05126606125384569
30,"(9, 4)",initial_token_attention,smart,10.02624589948637,0.05196876627102029
31,"(3, 0)",initial_token_attention,smart,9.771936989397073,0.050180685922969134
32,"(8, 0)",sentence_initial_dominance,smart,7.958553207574088,0.04947285324102268
33,"(10, 3)",sentence_initial_dominance,smart,6.128472030758405,0.0492365183448419
34,"(10, 2)",initial_token_attention,smart,6.599799428224942,0.05145179087063298
35,"(11, 2)",initial_token_attention,smart,6.890759567281435,0.05532325689913705
36,"(5, 5)",initial_token_attention,smart,6.528171249680234,0.05736751921940595
37,"(8, 1)",initial_token_attention,smart,6.3394159854757275,0.06150291787460446
38,"(5, 0)",initial_token_attention,smart,6.7888844554000825,0.06517091996734962
39,"(6, 2)",sentence_initial_dominance,smart,5.667669086288157,0.06501416495186277
40,"(7, 1)",initial_token_attention,smart,5.80236701318736,0.06832317347172648
41,"(3, 4)",initial_token_attention,smart,5.702987374831708,0.06958269780967384
42,"(4, 10)",initial_token_attention,smart,5.7952316524565495,0.07263093177694828
43,"(7, 6)",sentence_initial_dominance,smart,4.833126988392987,0.07132200295338408
