k,head,program,strategy,increase,kl_div
1,"(3, 0)",initial_token_attention,baseline,0.645109957913235,0.048723357723793013
2,"(10, 2)",initial_token_attention,baseline,2.311814715537194,0.09565070804208517
3,"(8, 11)",sentence_initial_dominance,baseline,1.0514781281266656,0.16599149349611253
4,"(9, 1)",initial_token_attention,baseline,1.5570013116004449,0.1964397920202464
5,"(10, 8)",initial_token_attention,baseline,2.2344257295810555,0.2295830830000341
6,"(5, 5)",initial_token_attention,baseline,4.303147982624056,0.34307718310505153
7,"(9, 5)",sentence_initial_dominance,baseline,5.6479787930248255,0.44186750178225337
8,"(10, 1)",initial_token_attention,baseline,6.230497955128742,0.5143806412443519
9,"(7, 7)",initial_token_attention,baseline,6.488155539174934,0.5514594414457679
10,"(4, 11)",previous_attention,baseline,9.313269915073942,0.6941722026467323
11,"(10, 3)",sentence_initial_dominance,baseline,9.729516311420165,0.7168092314898967
12,"(9, 8)",sentence_initial_dominance,baseline,11.67866931923702,0.8455331125482917
13,"(5, 9)",sentence_initial_dominance,baseline,13.29225693060465,0.9180184519663454
14,"(7, 11)",initial_token_attention,baseline,14.075579349883169,1.0747967302426695
15,"(7, 1)",initial_token_attention,baseline,14.453796166066871,1.1081153455749153
16,"(6, 6)",initial_token_attention,baseline,18.28086423688633,1.224939106926322
17,"(10, 6)",initial_token_attention,baseline,19.092382704564795,1.2953834174573422
18,"(0, 1)",repeated_attention,baseline,286.2480967088227,3.752071714401245
19,"(8, 1)",initial_token_attention,baseline,291.91418590430663,3.7979843187332154
20,"(8, 0)",sentence_initial_dominance,baseline,295.8447296815977,3.8539103174209597
21,"(11, 2)",initial_token_attention,baseline,635.1199879330921,3.672783155441284
22,"(11, 5)",initial_token_attention,baseline,606.4616431155318,3.608977394104004
23,"(6, 2)",sentence_initial_dominance,baseline,608.1876952171093,3.6314963579177855
24,"(7, 2)",cls_attention,baseline,610.3733885943047,3.666631917953491
25,"(8, 3)",initial_token_attention,baseline,605.5696328840666,3.6657788133621216
26,"(6, 10)",initial_token_attention,baseline,605.458596906643,3.6627299547195435
27,"(11, 1)",sentence_initial_dominance,baseline,673.1567481167829,3.654061403274536
28,"(7, 6)",sentence_initial_dominance,baseline,668.1123427705868,3.667814221382141
29,"(11, 6)",initial_token_attention,baseline,1455.9920226585627,3.7712848663330076
30,"(9, 11)",initial_token_attention,baseline,1442.6436920433623,3.768528227806091
31,"(9, 9)",sentence_start_dominance,baseline,1433.564420764512,3.7747912073135375
32,"(11, 7)",initial_token_attention,baseline,1406.8186468083798,3.7664673471450807
33,"(7, 10)",initial_token_attention,baseline,1413.4280406703003,3.766868953704834
34,"(10, 10)",initial_token_attention,baseline,1407.801722937512,3.757343306541443
35,"(3, 4)",initial_token_attention,baseline,1405.672999276287,3.7515062856674195
36,"(5, 0)",initial_token_attention,baseline,1399.7444726793403,3.746404094696045
37,"(4, 10)",initial_token_attention,baseline,1407.6739234631898,3.754169616699219
38,"(9, 4)",initial_token_attention,baseline,1401.038152279535,3.7392407608032228
39,"(11, 9)",initial_token_attention,baseline,1396.672733613116,3.748029503822327
40,"(5, 1)",cls_attention,baseline,1407.3696423263898,3.7426774501800537
41,"(10, 0)",initial_token_attention,baseline,1393.8195988829275,3.736307110786438
42,"(9, 6)",initial_token_attention,baseline,1393.361834219022,3.736350431442261
43,"(6, 9)",cls_attention,baseline,1380.373440028928,3.743420095443726
