k,head,program,strategy,increase,kl_div
1,"(4, 10)",initial_token_attention,smart,0.09046176127012868,0.0014396770575694972
2,"(9, 5)",sentence_initial_dominance,smart,-1.839185939376183,0.0015559346272493713
3,"(10, 2)",initial_token_attention,smart,-1.8093031905368102,0.002478144888773386
4,"(6, 10)",initial_token_attention,smart,-1.8364299779650128,0.0045130926154888585
5,"(6, 2)",sentence_initial_dominance,smart,-3.294932707547753,0.004960419590643142
6,"(8, 0)",sentence_initial_dominance,smart,-4.974882870526111,0.005222168077307287
7,"(10, 3)",sentence_initial_dominance,smart,-6.609617912663712,0.005292620351756341
8,"(9, 11)",initial_token_attention,smart,-6.361178660193856,0.006788173892491613
9,"(7, 2)",cls_attention,smart,-6.26785048514502,0.009256836469867268
10,"(5, 1)",cls_attention,smart,-6.213299885987651,0.010507569510082249
11,"(10, 10)",initial_token_attention,smart,-5.969880464592353,0.011924836552352644
12,"(11, 5)",initial_token_attention,smart,-5.851239737855218,0.013260258346999763
13,"(6, 9)",cls_attention,smart,-6.310258169753187,0.015536151060368866
14,"(9, 4)",initial_token_attention,smart,-6.480870664306825,0.016409066545893438
15,"(11, 1)",sentence_initial_dominance,smart,-8.096985005820631,0.01640932139067445
16,"(11, 6)",initial_token_attention,smart,6.667923954831781,0.018637452927650885
17,"(11, 9)",initial_token_attention,smart,6.565566513841581,0.021425615740008654
18,"(9, 8)",sentence_initial_dominance,smart,5.250419737417996,0.02136976042005699
19,"(7, 10)",initial_token_attention,smart,5.479106300021575,0.023674399335868658
20,"(3, 4)",initial_token_attention,smart,5.40896030497364,0.024887579976348207
21,"(11, 2)",initial_token_attention,smart,5.754945194304438,0.027558937032008544
22,"(7, 6)",sentence_initial_dominance,smart,4.6531438502872575,0.027497027091449126
23,"(10, 1)",initial_token_attention,smart,4.980393278934379,0.029204972123261543
24,"(9, 9)",sentence_start_dominance,smart,5.147994169761949,0.03232661577523686
25,"(7, 1)",initial_token_attention,smart,5.238057044854998,0.03395518040284515
26,"(7, 11)",initial_token_attention,smart,5.164160083895472,0.03720231415471062
27,"(5, 9)",sentence_initial_dominance,smart,4.429162910560484,0.03632988176075742
28,"(11, 7)",initial_token_attention,smart,5.605006947168447,0.03995904112001881
29,"(8, 3)",initial_token_attention,smart,5.855174772599034,0.04314266244182363
30,"(3, 0)",initial_token_attention,smart,5.625984434076412,0.04306680047884583
31,"(8, 1)",initial_token_attention,smart,5.487458120521051,0.04731386457569897
32,"(7, 7)",initial_token_attention,smart,5.568255276850884,0.04723479381762445
33,"(0, 1)",repeated_attention,smart,5.5070964851161675,0.04730795724783093
34,"(8, 11)",sentence_initial_dominance,smart,3.9788906402178297,0.04702099557965994
35,"(4, 11)",previous_attention,smart,4.379654194966242,0.04938924283720553
36,"(9, 1)",initial_token_attention,smart,4.685024766009386,0.05259287348948419
37,"(10, 0)",initial_token_attention,smart,4.975755419792816,0.0552212083991617
38,"(5, 0)",initial_token_attention,smart,5.385646504674906,0.05923414760734886
39,"(5, 5)",initial_token_attention,smart,5.015148444077393,0.06208334439899772
40,"(6, 6)",initial_token_attention,smart,4.695982317326166,0.063487234339118
41,"(10, 6)",initial_token_attention,smart,4.67755638185359,0.0663022364443168
42,"(10, 8)",initial_token_attention,smart,4.563404143746247,0.06790036756545305
43,"(9, 6)",initial_token_attention,smart,4.833126988392987,0.07132200295338408
