k,head,program,strategy,increase,kl_div
1,"(7, 11)",initial_token_attention,smart,0.0919147969317357,0.0014248138465154626
2,"(10, 2)",initial_token_attention,smart,0.09755500747313992,0.0025088157459322246
3,"(10, 1)",initial_token_attention,smart,0.09341590045731568,0.003331373602086387
4,"(10, 6)",initial_token_attention,smart,-0.015727906986497793,0.0045541810705617535
5,"(11, 2)",initial_token_attention,smart,1.198810418180734,0.006612577398773283
6,"(4, 11)",previous_attention,smart,1.4436295754368245,0.00804835032831761
7,"(8, 3)",initial_token_attention,smart,1.833143945084778,0.011242678922208142
8,"(11, 1)",sentence_initial_dominance,smart,0.030979082736964914,0.01124336088549171
9,"(7, 1)",initial_token_attention,smart,0.3367517328088068,0.01256882428220706
10,"(9, 6)",initial_token_attention,smart,0.4780030726816447,0.014354033564159182
11,"(4, 10)",initial_token_attention,smart,0.548641260531907,0.016266545855032746
12,"(9, 8)",sentence_initial_dominance,smart,-0.935653916050548,0.01627395834046183
13,"(9, 4)",initial_token_attention,smart,-0.9524934710436704,0.017784606316126883
14,"(10, 3)",sentence_initial_dominance,smart,-2.826827534463906,0.017737130143505055
15,"(9, 5)",sentence_initial_dominance,smart,-4.766858431181746,0.017750697421724908
16,"(5, 5)",initial_token_attention,smart,-5.078063464994767,0.019732834485475904
17,"(5, 1)",cls_attention,smart,-4.9106937893540845,0.021349572466569953
18,"(6, 6)",initial_token_attention,smart,-5.191462423490434,0.0236059379769722
19,"(6, 2)",sentence_initial_dominance,smart,-6.530885084801074,0.023630367386504078
20,"(9, 1)",initial_token_attention,smart,-6.524630690170573,0.026001041208510288
21,"(10, 10)",initial_token_attention,smart,-6.282536046537867,0.02801057346514426
22,"(3, 0)",initial_token_attention,smart,-6.5123630022668575,0.029418721230467782
23,"(6, 10)",initial_token_attention,smart,-6.48048700857728,0.032987343847053124
24,"(7, 10)",initial_token_attention,smart,-6.224621313920318,0.03744502888061106
25,"(11, 9)",initial_token_attention,smart,-6.51659651699374,0.039690240537747744
26,"(9, 11)",initial_token_attention,smart,-6.181359415831235,0.0418360403040424
27,"(8, 11)",sentence_initial_dominance,smart,-7.651438655040619,0.041851570280268785
28,"(8, 1)",initial_token_attention,smart,-7.92303536693139,0.045649104460608214
29,"(3, 4)",initial_token_attention,smart,-8.096432667795993,0.04740837136982009
30,"(11, 6)",initial_token_attention,smart,6.2536797252020335,0.05059678398072719
31,"(0, 1)",repeated_attention,smart,6.1983840584433665,0.050047236504033206
32,"(11, 5)",initial_token_attention,smart,6.706912315084987,0.05265897587873042
33,"(8, 0)",sentence_initial_dominance,smart,4.857830508447931,0.05246978624956682
34,"(7, 2)",cls_attention,smart,4.987711087185681,0.0550908079999499
35,"(6, 9)",cls_attention,smart,4.657667674124458,0.057091672453098
36,"(11, 7)",initial_token_attention,smart,5.978580128993955,0.06145385902374983
37,"(5, 0)",initial_token_attention,smart,6.416117773550569,0.06494243111461401
38,"(10, 8)",initial_token_attention,smart,6.279782895519024,0.06604603254236281
39,"(10, 0)",initial_token_attention,smart,6.57563737550144,0.0691767771821469
40,"(9, 9)",sentence_start_dominance,smart,6.821626447085242,0.07263714684639126
41,"(5, 9)",sentence_initial_dominance,smart,5.837130833798586,0.07212182109011338
42,"(7, 6)",sentence_initial_dominance,smart,4.8244362963311085,0.07085044517880305
43,"(7, 7)",initial_token_attention,smart,4.833126988392987,0.07132200295338408
