k,head,program,strategy,increase,kl_div
1,"(7, 7)",initial_token_attention,baseline,-0.1587259574349167,0.04175794114358723
2,"(0, 1)",repeated_attention,baseline,325.26893083402473,3.4769043827056887
3,"(9, 5)",sentence_initial_dominance,baseline,312.7718670360723,3.532809817790985
4,"(11, 6)",initial_token_attention,baseline,1407.138767541189,3.7326846170425414
5,"(6, 2)",sentence_initial_dominance,baseline,1400.1450669047176,3.725915241241455
6,"(4, 11)",previous_attention,baseline,1402.8291545064765,3.7361100244522096
7,"(8, 1)",initial_token_attention,baseline,1391.9559597367647,3.7320566320419313
8,"(11, 5)",initial_token_attention,baseline,1372.9672030291713,3.7513234710693357
9,"(9, 9)",sentence_start_dominance,baseline,1356.5761865324705,3.7457913970947265
10,"(5, 9)",sentence_initial_dominance,baseline,1343.880911038839,3.7411809539794922
11,"(10, 2)",initial_token_attention,baseline,1311.9959988438804,3.719202308654785
12,"(9, 1)",initial_token_attention,baseline,1299.175546101157,3.711770520210266
13,"(8, 11)",sentence_initial_dominance,baseline,1286.14613422435,3.71616982460022
14,"(3, 0)",initial_token_attention,baseline,1284.5131010190696,3.7174663400650023
15,"(11, 9)",initial_token_attention,baseline,1281.6294534263334,3.7364187908172606
16,"(7, 2)",cls_attention,baseline,1276.2325163315772,3.745988826751709
17,"(7, 10)",initial_token_attention,baseline,1279.0352348221181,3.7509597635269163
18,"(10, 6)",initial_token_attention,baseline,1280.1451568176205,3.734826407432556
19,"(5, 5)",initial_token_attention,baseline,1261.9139876995912,3.7423833417892456
20,"(9, 11)",initial_token_attention,baseline,1247.89328708384,3.74833692073822
21,"(10, 10)",initial_token_attention,baseline,1238.169879991301,3.730132908821106
22,"(10, 8)",initial_token_attention,baseline,1226.6001466378475,3.716224765777588
23,"(5, 0)",initial_token_attention,baseline,1219.5733940353273,3.706740531921387
24,"(5, 1)",cls_attention,baseline,1223.4448512878307,3.6933983755111695
25,"(6, 10)",initial_token_attention,baseline,1226.7867357735415,3.696729860305786
26,"(7, 1)",initial_token_attention,baseline,1223.5658750002642,3.695180253982544
27,"(11, 2)",initial_token_attention,baseline,1479.271773950459,3.7387373065948486
28,"(6, 6)",initial_token_attention,baseline,1484.5601704079165,3.7261334371566774
29,"(7, 11)",initial_token_attention,baseline,1465.171365164735,3.72693528175354
30,"(6, 9)",cls_attention,baseline,1441.7310898698952,3.7337206268310545
31,"(10, 0)",initial_token_attention,baseline,1425.9962740595076,3.725506601333618
32,"(7, 6)",sentence_initial_dominance,baseline,1422.446140029691,3.7371969747543337
33,"(10, 3)",sentence_initial_dominance,baseline,1413.3070118012972,3.748233823776245
34,"(9, 8)",sentence_initial_dominance,baseline,1393.4018299458392,3.7349799728393553
35,"(11, 7)",initial_token_attention,baseline,1371.0884443738657,3.718520064353943
36,"(8, 3)",initial_token_attention,baseline,1367.0837156386394,3.7182884216308594
37,"(9, 4)",initial_token_attention,baseline,1360.664326806961,3.705251359939575
38,"(10, 1)",initial_token_attention,baseline,1354.2048015525081,3.706182584762573
39,"(3, 4)",initial_token_attention,baseline,1354.5619048047602,3.704534983634949
40,"(11, 1)",sentence_initial_dominance,baseline,1374.70752049014,3.7293722248077392
41,"(9, 6)",initial_token_attention,baseline,1374.318656343418,3.728782820701599
42,"(4, 10)",initial_token_attention,baseline,1386.3740200528794,3.738616328239441
43,"(8, 0)",sentence_initial_dominance,baseline,1380.373440028928,3.743420095443726
