k,head,program,strategy,increase,kl_div
1,"(0, 4)",uniform_lower_diagonal,smart,-0.5597949832283722,0.0007762953680503415
2,"(0, 7)",uniform_lower_diagonal,smart,-1.126703598262893,0.0011602206371026113
3,"(0, 5)",uniform_lower_diagonal,smart,-0.960794164097835,0.0013829205369984266
4,"(0, 3)",uniform_lower_diagonal,smart,-0.7187881885328644,0.0016776544274762274
5,"(0, 15)",uniform_lower_diagonal,smart,-0.8180419989089822,0.0021639596902241465
6,"(0, 6)",uniform_lower_diagonal,smart,-1.6089524846805277,0.0027464366931235417
7,"(0, 1)",uniform_lower_diagonal,smart,-1.9070780426005924,0.0038497735545388423
8,"(0, 0)",uniform_lower_diagonal,smart,-1.7797940064971278,0.004436857915134169
9,"(0, 2)",uniform_lower_diagonal,smart,-1.806527360296723,0.0043804436462232844
10,"(0, 9)",uniform_lower_diagonal,smart,-1.4605310258853248,0.004248875341872917
11,"(0, 8)",uniform_lower_diagonal,smart,-1.566047813253302,0.0045977036107797175
12,"(0, 14)",uniform_lower_diagonal,smart,-1.4134037417255179,0.004448806992877507
13,"(8, 12)",token_reinforcement,smart,-1.439666180263028,0.004743882247130387
14,"(6, 0)",cls_attention,smart,-1.5950281714681038,0.005498132001957856
15,"(0, 11)",uniform_lower_diagonal,smart,-1.602614513662759,0.0058804376644548025
16,"(6, 25)",token_reinforcement,smart,-1.673261020265869,0.00681789745023707
17,"(11, 13)",cls_attention,smart,-1.9222338331248359,0.00806527893349994
18,"(15, 21)",token_reinforcement,smart,-1.6642228075530214,0.008862903750268743
19,"(11, 7)",token_reinforcement,smart,-1.8419142294525082,0.008729179311776534
20,"(8, 9)",token_reinforcement,smart,-1.62721960455903,0.00902178906253539
21,"(14, 15)",main_subject_attention,smart,-2.4949513916944746,0.009025417105876841
22,"(8, 27)",main_subject_attention,smart,-2.780304689510097,0.009115542584331705
23,"(7, 14)",token_reinforcement,smart,-3.208402350859957,0.010610834037070162
24,"(21, 23)",main_subject_attention,smart,-3.1052267404311715,0.010595630301395431
25,"(15, 18)",token_reinforcement,smart,-3.1912207649658253,0.011228117495484184
26,"(4, 8)",token_reinforcement,smart,-3.6012553751541008,0.013762793392234017
27,"(18, 30)",token_reinforcement,smart,-3.565016933242832,0.014209197867312468
28,"(11, 11)",token_reinforcement,smart,-3.6705555344920198,0.015423980695195495
29,"(6, 11)",token_reinforcement,smart,-3.7892059085286847,0.01773386141983792
30,"(6, 24)",main_subject_attention,smart,-4.2917336233786445,0.01835014750249684
31,"(8, 14)",token_reinforcement,smart,-4.336959273753266,0.019620801035198383
32,"(17, 22)",token_reinforcement,smart,-4.573364869810359,0.020794474417343736
33,"(5, 14)",token_reinforcement,smart,-4.719894742282329,0.021870663632871584
34,"(3, 0)",token_reinforcement,smart,-4.586388401241748,0.02275411181151867
35,"(12, 5)",main_subject_attention,smart,-4.125856437457024,0.022551491474732756
36,"(4, 17)",token_reinforcement,smart,-3.871767972153041,0.026702542681014164
37,"(4, 28)",token_reinforcement,smart,-3.9730191967119732,0.028427681755274534
38,"(5, 13)",main_subject_attention,smart,-3.851488048686557,0.029163245955714956
39,"(5, 9)",token_reinforcement,smart,-3.7874134000300756,0.03127257923013531
40,"(15, 19)",token_reinforcement,smart,-3.7697739182803387,0.03194890605402179
