k,head,program,strategy,increase,kl_div
1,"(10, 2)",initial_token_attention,smart,0.008307712197430366,0.001065253290653345
2,"(10, 1)",initial_token_attention,smart,0.008615101288974697,0.002011389515728297
3,"(6, 9)",cls_attention,smart,-0.6633480896656324,0.0035132152349979153
4,"(5, 1)",cls_attention,smart,-0.6251862761961215,0.006047547392081469
5,"(7, 2)",cls_attention,smart,-0.46079214514841105,0.007481090293440502
6,"(4, 11)",previous_attention,smart,-0.13227185889340462,0.008721561353304423
7,"(7, 1)",initial_token_attention,smart,0.17710685905574153,0.010167443108512088
8,"(11, 9)",initial_token_attention,smart,-0.21351424777165198,0.012792042766814121
9,"(10, 0)",initial_token_attention,smart,-0.20580384016925668,0.014605110042029992
10,"(11, 2)",initial_token_attention,smart,1.0038506419448705,0.017880274574272336
11,"(7, 7)",initial_token_attention,smart,0.9243134907948786,0.01833117724279873
12,"(5, 5)",initial_token_attention,smart,0.6361639857461907,0.020740094240172768
13,"(6, 6)",initial_token_attention,smart,0.4549912320044895,0.022376552417408675
14,"(10, 8)",initial_token_attention,smart,0.10113471498162603,0.024186684540472923
15,"(3, 0)",initial_token_attention,smart,-0.07333341108278439,0.024121518884785472 
16,"(0, 1)",repeated_attention,smart,-0.08229663632499523,0.02414339571725577
17,"(9, 6)",initial_token_attention,smart,0.08397755045552856,0.02528198662563227
18,"(9, 9)",sentence_start_dominance,smart,0.20214879514749776,0.028346376998815686
19,"(9, 5)",sentence_initial_dominance,smart,-1.720343203993684,0.028143282887758688
20,"(8, 1)",initial_token_attention,smart,-1.9935828405133866,0.03228664654074237
21,"(10, 10)",initial_token_attention,smart,-1.8115494947969548,0.033806850896216926
22,"(9, 11)",initial_token_attention,smart,-1.4920480247818013,0.03443914557225071
23,"(3, 4)",initial_token_attention,smart,-1.6696160646077265,0.03623579588253051
24,"(11, 7)",initial_token_attention,smart,-0.7344831094723496,0.039611174650490286
25,"(11, 5)",initial_token_attention,smart,-0.2976022499177347,0.04332037792075425
26,"(9, 4)",initial_token_attention,smart,-0.3462717356001825,0.043809333558892834
27,"(7, 10)",initial_token_attention,smart,-0.1648400476295224,0.04461271269246936
28,"(6, 10)",initial_token_attention,smart,0.02574922911360261,0.04931675942847505
29,"(9, 8)",sentence_initial_dominance,smart,-1.440972483437424,0.0490389868686907
30,"(10, 6)",initial_token_attention,smart,-1.36646972737408,0.0513438879372552
31,"(11, 1)",sentence_initial_dominance,smart,-3.0456133521445476,0.051345947170630096
32,"(7, 11)",initial_token_attention,smart,-2.9486139101015043,0.054554718919098376
33,"(6, 2)",sentence_initial_dominance,smart,-4.1299547629687,0.05475393987959251
34,"(7, 6)",sentence_initial_dominance,smart,-5.068048806331123,0.054423859217204155
35,"(8, 3)",initial_token_attention,smart,-4.902484822870978,0.05675411381525919
36,"(5, 9)",sentence_initial_dominance,smart,-5.571243742067339,0.056279577629175036
37,"(10, 3)",sentence_initial_dominance,smart,-7.450234561946978,0.05592323972377926
38,"(5, 0)",initial_token_attention,smart,-7.127710350251196,0.06024578050011769
39,"(8, 11)",sentence_initial_dominance,smart,-8.657863908075072,0.060319892903789876
40,"(9, 1)",initial_token_attention,smart,-8.464149821736362,0.06372750320471823
41,"(8, 0)",sentence_initial_dominance,smart,-10.026851892198312,0.06297878146870062
42,"(4, 10)",initial_token_attention,smart,-9.929107592011958,0.06535566914826632
43,"(11, 6)",initial_token_attention,smart,4.833126988392987,0.07132200295338408
