i,j,Pattern,Score
0,0,adverbial_modulation,0.6479013011117377
0,4,adverbial_modulation,0.6072617753994443
0,0,adverbial_modulation,0.624109704951293
0,0,appositive_phrase_attention,0.6522030992153632
0,4,appositive_phrase_attention,0.6116032320436489
1,6,cls_attention,0.8003846900193139
4,3,complement_adjunct_relationship,0.6437810399987374
5,1,complement_adjunct_relationship,0.720247944370887
5,5,complement_adjunct_relationship,0.6095405007957816
5,6,complement_adjunct_relationship,0.6360086572815343
6,3,complement_adjunct_relationship,0.6155995830298775
7,3,complement_adjunct_relationship,0.6492001551934489
7,6,complement_adjunct_relationship,0.7358354482378848
7,7,complement_adjunct_relationship,0.7326029284680292
7,11,complement_adjunct_relationship,0.6318706382294906
8,2,complement_adjunct_relationship,0.7878826880472832
8,5,complement_adjunct_relationship,0.6543998140924934
8,6,complement_adjunct_relationship,0.6887145568058363
9,9,complement_adjunct_relationship,0.6394656811082332
4,3,coord_and_verb_dependency,0.6084335112529864
5,1,coord_and_verb_dependency,0.7069878127761182
7,6,coord_and_verb_dependency,0.6702271346713878
7,7,coord_and_verb_dependency,0.678803126917645
8,2,coord_and_verb_dependency,0.725973308146961
8,5,coord_and_verb_dependency,0.6087868409037016
8,6,coord_and_verb_dependency,0.6488498433446149
9,9,coord_and_verb_dependency,0.6104856704060372
4,3,coordination_attention,0.6031914186551122
5,1,coordination_attention,0.663931912894939
7,6,coordination_attention,0.6460013272633941
7,7,coordination_attention,0.6564551604511207
8,2,coordination_attention,0.7264697109678838
8,6,coordination_attention,0.6118220600359344
4,3,coreference_resolution,0.61580194702458
5,1,coreference_resolution,0.6855884475526327
5,6,coreference_resolution,0.6020666661275049
7,3,coreference_resolution,0.6169412874979484
7,6,coreference_resolution,0.7140640004927418
7,7,coreference_resolution,0.7294682590148636
7,11,coreference_resolution,0.6306717197157462
8,2,coreference_resolution,0.7547825086031231
8,5,coreference_resolution,0.6224072781363761
8,6,coreference_resolution,0.6519777000724581
9,9,coreference_resolution,0.6016541513290551
1,6,dominant_subject_attention,0.757193039286019
4,3,emphasize_verbs_and_objects,0.646219145101857
5,1,emphasize_verbs_and_objects,0.7230970524495574
5,5,emphasize_verbs_and_objects,0.6122531298307632
5,6,emphasize_verbs_and_objects,0.6386576293763483
6,3,emphasize_verbs_and_objects,0.6183190831960954
7,3,emphasize_verbs_and_objects,0.6521351584734657
7,6,emphasize_verbs_and_objects,0.7390208161152262
7,7,emphasize_verbs_and_objects,0.7357208731368879
7,11,emphasize_verbs_and_objects,0.6346930478021405
8,2,emphasize_verbs_and_objects,0.7910906498054319
8,5,emphasize_verbs_and_objects,0.6573006340351539
8,6,emphasize_verbs_and_objects,0.6917013659221857
9,9,emphasize_verbs_and_objects,0.6424286825935104
4,3,eos_attention,0.6437810399987374
5,1,eos_attention,0.720247944370887
5,5,eos_attention,0.6095405007957816
5,6,eos_attention,0.6360086572815343
6,3,eos_attention,0.6155995830298775
7,3,eos_attention,0.6492001551934489
7,6,eos_attention,0.7358354482378848
7,7,eos_attention,0.7326029284680292
7,11,eos_attention,0.6318706382294906
8,2,eos_attention,0.7878826880472832
8,5,eos_attention,0.6543998140924934
8,6,eos_attention,0.6887145568058363
9,9,eos_attention,0.6394656811082332
1,6,first_token_domination,0.8003846900193139
1,6,head_initial_token_emphasis,0.7598664206800393
0,0,high_saliency_relationship_detection,0.6522030992153632
0,4,high_saliency_relationship_detection,0.6116032320436489
1,6,initial_contextual_attention,0.7600823466030463
1,6,initial_element_reinforcement,0.802865711136595
1,6,initial_phrase_contextualization,0.8003846900193139
1,6,initial_phrase_dominance,0.7612167943256481
1,6,initial_token_anchoring,0.8023057027486855
1,6,initial_token_attachment,0.8003846900193139
1,6,initial_token_centralization,0.8023057027486855
1,6,initial_token_dominance,0.7590099542914927
1,6,initial_token_emphasis,0.8003846900193139
1,6,initial_token_reference_attention,0.6477048073545202
1,6,leading_contextual_emphasis,0.8003846900193139
2,0,next_attention,0.9931578452606372
2,9,next_attention,0.9823248086797443
0,0,parenthetical_insertion,0.7112075322092078
0,4,parenthetical_insertion,0.6235023706785955
5,1,pronoun_reference,0.604080164556208
7,6,pronoun_reference,0.6483011976640792
7,7,pronoun_reference,0.660701932203594
8,2,pronoun_reference,0.6793381902195083
0,0,quotation_association,0.6393956098853301
0,4,quotation_association,0.6004551847746197
1,6,semantic_grouping,0.7208558446122325
1,6,sentence_beginning_attention_pattern,0.7616083514725377
1,6,sentence_beginning_emphasis,0.7600823466030463
1,6,sentence_beginning_salience,0.8039570512918909
1,6,sentence_boundary_focus,0.7817180459675729
5,1,sentence_initial_dominance,0.6458962346656701
7,6,sentence_initial_dominance,0.6894845996338524
7,7,sentence_initial_dominance,0.7019506465353146
8,2,sentence_initial_dominance,0.7214273317983072
8,5,sentence_initial_dominance,0.6044219785872534
8,6,sentence_initial_dominance,0.618098738815864
1,6,sentence_initiation_emphasis,0.8003846900193139
1,6,sentence_level_attention,0.6984839331007082
